Firm,date,employee_title,location,review_title,pros,cons
Apple,"Apr 8, 2020 ", Specialist,"New York, NY",Worked Part Time 2011 - 2013,"Good benefits for Part Time employees. Flexible hours if you can request off in time or find coverage. Health care. Commuter benefits.
","Received mixed messages from management. Was told to focus on customer experience while also seeing a fixation on sales numbers.
2 people found this review helpful
Helpful
Share
Repor"
Apple,"Apr 6, 2020 ", Global Supply Manager,"Cupertino, CA",Great place to learn,"Incredible opportunities to grow and drive impact.
","Long nights and unpredictable schedule.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 6, 2020 ", Reliability Engineer,"San Jose, CA",Great company,"Worked with many smart people willing to collaborate and teach.
","Big company and can be slow moving at times.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 6, 2020 ", Apple Care Advisor,"Orlando, FL",at home advisor,"work at home, make my own schedule
","not lenient with sick days or emergencies
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 6, 2020 ", Operations Specialist,"Cerritos, CA",Apple Inc.,"Apple is an incredible company to work for. They have amazing benefits and competitive pay rates.
","The retail environment can be difficult and is very draining. Working with customers and leadership both could be improved.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 6, 2020 ", Tech Expert,"Ann Arbor, MI",Tech Expert Role,"It is great being in a the Apple work environment and helping people
","The store could get too crowded, so just have patience
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 6, 2020 ", Genius Administrative,"Edison, NJ",genius admin A+,"great for your resume, high paced environment
","very repetitive and hours suck
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 5, 2020 ", Tier I Technical Support Advisor,"Orlando, FL",It’s like a call center in your home. Stress included,"The pay
Team members 
Discount
","This best thing about this job was the pay and the team members. After 6 months they start switching you around like clothes to other managers and groups. During winter and summer, full time is a huge pain because you literally work from home but can’t spend time with your family on the holidays since most of your day is taken by this job. The customers are ruthless, rude and use vulgar language this company cares more about what angry biased customers think than the employees. Most of your job performance is based on people that either don’t like the companies policies and give you a bad review or people asking you to take out a magic wand and grant their “impossible” wish. The managers are big on favoritism and they start tearing you apart once you let them know they can’t control you like the rest of the team. The tier 2 advisors and disgusting as well and take every chance to make you feel dumb for trying to do your job or not knowing something. This job starts off well but ends up to be a circus based off of how high you can jump to make the customer happy. The 8 hour shifts are grueling and having a kind customer was very rare for me. Being in college and dealing with a job like this was absolutely stressful and they don’t care for you to have a life. The hours to take off are limited and they literally try to penalize you for taking off WITHOUT pay when there are literally no more hours left to put in! The pay was always good but not all money is good money because this job is very stressful and has a lot of surprises that come up along the way. This job only sees you as a robot that should take verbal abuse from higher management and customers, no one should have to experience what I have from this job so please choose wisely.
"
Apple,"Apr 4, 2020 ", Technical Support Specialist,"Raleigh, NC",I will die an employee with this company,"- Great team
- They take great care of their employees
- Competitive Pay
- Multiple opportunities for growth and development
","- Retail facing
- Scheduling issues
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 3, 2020 ", Genius,"Cerritos, CA","Great company, great people","Tim Cook is a great CEO. Great benefits, pay, and team. Great company priotites
","Retail, random hours, no weekends off
1 person found this review helpful
Helpful
Share
Repor"
Apple,"Apr 2, 2020 ", Technical Support Advisor,"Boston, MA",Tim Cook has lost it,"at home, solid pay and benefits
","annoying user base, 15-20 layers of management, long weekend hours
"
Apple,"Apr 1, 2020 ", Software Engineer,"San Jose, CA",Awesome,"Very cool and nice building
","Nothing really much too hate
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 1, 2020 ", Manager,"Columbia, MD",Low scope but good balance,"Good work life balance
Strong brand with stability
Amazing product discounts... especially if you’re an Apple enthusiast 
Strong cultural onboarding.
","Scope of leadership is low. 
Very close to customers as the only escalation point for issues. 
Role is very much a shift manager role with little exposure to strategy 
Customer service and selling behaviors are high accountability points
Good role if you’ve achieved you’re not too ambitious
"
Apple,"Apr 1, 2020 ", Specialist,"Jacksonville, FL","Great coworkers, not so great leadership","Great work environment 
Awesome coworkers who support you 
Good pay compared to other places
Company culture
","Management had 0 transparency
Seasonal workers treated differently
"
Apple,"Apr 1, 2020 ", AppleCare Team Manager,"Cupertino, CA",Middle Management Sucks,"Great Benefits, Profit Organization, Stock Options, Corporate culture top notch
","Middle Management is all about numbers and don't care for you as a person, true statement -""People leave their Manager and not the company""
"
Apple,"Apr 1, 2020 ", Technical Expert,"Friendswood, TX",Great company!,"Great benefits, generally great people to work with, and leadership seems to care about you.
","The job can get monotonous, but so can any other job. Sometimes the store can smell bad due to the high about of babies in the store.
"
Apple,"Mar 31, 2020 ", AHA College Advisor,"Cupertino, CA",Great,"Great company to work for
","Can feel isolated at times
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Mar 31, 2020 ", Administrative Support Team Member,"Cupertino, CA",Clicky and soft boundaries,"guaranteed work
events on company time
perks
","soft boundaries on work/life balance
very clicky employees
"
Apple,"Mar 31, 2020 ", Specialist,"New York, NY",Great experience,"great people to work with
","Busy stores In popular areas
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Mar 31, 2020 ", Specialist,"Aventura, FL",....,"great benefits, and good pay for the role.
","no bonuses for the hard work and amount of sales we do.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Mar 31, 2020 ", Specialist,"Sacramento, CA",Happy at Apple Retail,"Managers and Staff are great! Pay and benefits are great for full-time and part-time employees. Always room for advancement.
","Works schedule is not consistent.
"
Apple,"Mar 31, 2020 ", Retail Specialist,"Aventura, FL",great college job,"As a student this job was great in that it has many benefits such as tuition reimbursement , health , dental, 401k, stock options.. I was able to pay for my education while living decently.
","I worked in the Aventura, Florida retail store. Ive heard the business is different to other retail stores due to the huge amount of traffic of tourists. 
Long hours and tough customers.
Management is way below par in both their leadership roles and in the way the run the store. People tend to be either high on ""apple juice"" or completely miserable. I would suggest working at any other location.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Mar 31, 2020 ", Business Development Representative,"Los Angeles, CA",Great Company,"Great benefits, job security, company culture.
","Must be willing to join a cult.
"
Apple,"Mar 30, 2020 ",Anonymous,"Cupertino, CA",Management that cares about your work experience/career development,"Benefits and compensation are top notch and above regional average (compared to others in the valley)
","Corporate culture is there definitely.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Mar 30, 2020 ", Specialist,"New York, NY",Pay great! Culture is amazing,"Best glorified retail job out there. Def ahead of the curve. Every industry has it's own problem so I am sure you will find something but overall: decent pay & befits
","Too difficult and takes long time to climb up ranks for not much difference in return until you hit elite level top
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Mar 30, 2020 ", Applecare At Home Advisor,"Fort Collins, CO",Great College Job,"Flexible Schedule, Fair Pay, Tuition Reimbursement
","Management, Call Center, Customers are rude
1 person found this review helpful
Helpful
Share
Repor"
